scene_id,heavy,light,medium,drop_L_to_M,drop_L_to_H
scene06,0.07115711874958973,0.11971099568093568,0.045400188982819945,0.07431080669811574,0.048553876931345955
scene07,0.18153195504797032,0.24153426224485836,0.20520226221836224,0.036332000026496114,0.06000230719688804
scene08,0.10466526812021021,0.2461537967418161,0.16317808174063975,0.08297571500117634,0.14148852862160588
scene09,0.22786233016906618,0.2752634350451646,0.187751404493266,0.0875120305518986,0.047401104876098415
scene10,0.11802848933007686,0.17002385282025198,0.17573217436334745,-0.005708321543095474,0.051995363490175125
